Path|Owners|Online?|PS (HIon)|Datasets (SmartPS)|Streams|L1T Seed
HLT_HICsAK4PFJet120Eta1p5_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet80_BptxAND
HLT_HICsAK4PFJet120Eta2p1_v3|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleJet80_BptxAND
HLT_HIGEDPhoton10_v10|HIN|Yes|1700|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG7_BptxAND
HLT_HIGEDPhoton10_EB_v10|HIN|Yes|650|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG7_BptxAND
HLT_HIGEDPhoton20_v10|HIN|Yes|250|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG7_BptxAND
HLT_HIGEDPhoton20_EB_v10|HIN|Yes|30|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG7_BptxAND
HLT_HIGEDPhoton30_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG15_BptxAND
HLT_HIGEDPhoton30_EB_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG15_BptxAND
HLT_HIGEDPhoton40_v10|HIN|Yes|1|HIExpressPhysics(3), HIExpressPhysicsRawPrime(3), HIOnlineMonitor(3), HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|HIDQM, HIExpress, HIExpressRawPrime, PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG21_BptxAND
HLT_HIGEDPhoton40_EB_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG21_BptxAND
HLT_HIGEDPhoton50_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG21_BptxAND
HLT_HIGEDPhoton50_EB_v10|HIN|Yes|1|HIPhysicsRawPrime0, HIPhysicsRawPrime1, HIPhysicsRawPrime10, HIPhysicsRawPrime11, HIPhysicsRawPrime12, HIPhysicsRawPrime13, HIPhysicsRawPrime14, HIPhysicsRawPrime15, HIPhysicsRawPrime16, HIPhysicsRawPrime17, HIPhysicsRawPrime18, HIPhysicsRawPrime19, HIPhysicsRawPrime2, HIPhysicsRawPrime20, HIPhysicsRawPrime21, HIPhysicsRawPrime22, HIPhysicsRawPrime23, HIPhysicsRawPrime24, HIPhysicsRawPrime25, HIPhysicsRawPrime26, HIPhysicsRawPrime27, HIPhysicsRawPrime28, HIPhysicsRawPrime29, HIPhysicsRawPrime3, HIPhysicsRawPrime30, HIPhysicsRawPrime31, HIPhysicsRawPrime4, HIPhysicsRawPrime5, HIPhysicsRawPrime6, HIPhysicsRawPrime7, HIPhysicsRawPrime8, HIPhysicsRawPrime9|PhysicsHIPhysicsRawPrime0, PhysicsHIPhysicsRawPrime1, PhysicsHIPhysicsRawPrime10, PhysicsHIPhysicsRawPrime11, PhysicsHIPhysicsRawPrime12, PhysicsHIPhysicsRawPrime13, PhysicsHIPhysicsRawPrime14, PhysicsHIPhysicsRawPrime15, PhysicsHIPhysicsRawPrime16, PhysicsHIPhysicsRawPrime17, PhysicsHIPhysicsRawPrime18, PhysicsHIPhysicsRawPrime19, PhysicsHIPhysicsRawPrime2, PhysicsHIPhysicsRawPrime20, PhysicsHIPhysicsRawPrime21, PhysicsHIPhysicsRawPrime22, PhysicsHIPhysicsRawPrime23, PhysicsHIPhysicsRawPrime24, PhysicsHIPhysicsRawPrime25, PhysicsHIPhysicsRawPrime26, PhysicsHIPhysicsRawPrime27, PhysicsHIPhysicsRawPrime28, PhysicsHIPhysicsRawPrime29, PhysicsHIPhysicsRawPrime3, PhysicsHIPhysicsRawPrime30, PhysicsHIPhysicsRawPrime31, PhysicsHIPhysicsRawPrime4, PhysicsHIPhysicsRawPrime5, PhysicsHIPhysicsRawPrime6, PhysicsHIPhysicsRawPrime7, PhysicsHIPhysicsRawPrime8, PhysicsHIPhysicsRawPrime9|L1_SingleEG21_BptxAND
