Path,Owners,Online?,PS (2p0E34),Datasets (SmartPS),Streams,L1T Seed
HLT_DoubleMu48NoFiltersNoVtx_v12,EXO,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v13,EXO,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v13,EXO,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL_v9,EXO,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL_v9,EXO,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned_v21,B2G & TOP,Yes,0,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_LooseIsoEG26er2p1_Jet34er2p5_dR_Min0p3 OR L1_LooseIsoEG28er2p1_Jet34er2p5_dR_Min0p3 OR L1_LooseIsoEG30er2p1_Jet34er2p5_dR_Min0p3 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
HLT_Ele28_eta2p1_WPTight_Gsf_HT150_v21,B2G & HIG & TOP,Yes,0,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
HLT_Ele28_HighEta_SC20_Mass55_v21,ECAL,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleLooseIsoEG26er2p5 OR L1_SingleLooseIsoEG26er1p5 OR L1_SingleLooseIsoEG28er2p5 OR L1_SingleLooseIsoEG28er2p1 OR L1_SingleLooseIsoEG28er1p5 OR L1_SingleLooseIsoEG30er2p5 OR L1_SingleLooseIsoEG30er1p5 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v24,TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Ele15_IsoVVVL_PFHT450_v24,B2G & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Ele50_IsoVVVL_PFHT450_v24,B2G & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Ele15_IsoVVVL_PFHT600_v28,B2G & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Mu15_IsoVVVL_PFHT450_PFMET50_v23,TOP,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Mu15_IsoVVVL_PFHT450_v23,B2G & SUS & TOP,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Mu50_IsoVVVL_PFHT450_v23,SUS & TOP,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Mu15_IsoVVVL_PFHT600_v27,B2G & SUS & TOP,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_HTT360er OR L1_ETT2000 OR L1_HTT320er
HLT_Mu3er1p5_PFJet100er2p5_PFMET80_PFMHT80_IDTight_v10,SUS,Yes,0,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_Mu3er1p5_Jet100er2p5_ETMHF30 OR L1_Mu3er1p5_Jet100er2p5_ETMHF40 OR L1_Mu3er1p5_Jet100er2p5_ETMHF50
HLT_Mu3er1p5_PFJet100er2p5_PFMET90_PFMHT90_IDTight_v10,SUS,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_Mu3er1p5_Jet100er2p5_ETMHF30 OR L1_Mu3er1p5_Jet100er2p5_ETMHF40 OR L1_Mu3er1p5_Jet100er2p5_ETMHF50
HLT_Mu3er1p5_PFJet100er2p5_PFMET100_PFMHT100_IDTight_v10,SUS,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_Mu3er1p5_Jet100er2p5_ETMHF30 OR L1_Mu3er1p5_Jet100er2p5_ETMHF40 OR L1_Mu3er1p5_Jet100er2p5_ETMHF50
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu80_PFMHTNoMu80_IDTight_v10,SUS,Yes,0,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_Mu3er1p5_Jet100er2p5_ETMHF30 OR L1_Mu3er1p5_Jet100er2p5_ETMHF40 OR L1_Mu3er1p5_Jet100er2p5_ETMHF50
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu90_PFMHTNoMu90_IDTight_v10,SUS,Yes,0,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_Mu3er1p5_Jet100er2p5_ETMHF30 OR L1_Mu3er1p5_Jet100er2p5_ETMHF40 OR L1_Mu3er1p5_Jet100er2p5_ETMHF50
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu100_PFMHTNoMu100_IDTight_v10,SUS,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_Mu3er1p5_Jet100er2p5_ETMHF30 OR L1_Mu3er1p5_Jet100er2p5_ETMHF40 OR L1_Mu3er1p5_Jet100er2p5_ETMHF50
HLT_Dimuon10_Upsilon_y1p4_v9,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu4p5er2p0_SQ_OS_Mass_Min7 OR L1_DoubleMu4p5er2p0_SQ_OS_Mass_7to18
HLT_Dimuon12_Upsilon_y1p4_v10,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu4p5er2p0_SQ_OS_Mass_Min7 OR L1_DoubleMu4p5er2p0_SQ_OS_Mass_7to18
HLT_Dimuon14_Phi_Barrel_Seagulls_v15,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon25_Jpsi_v22,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon14_PsiPrime_v21,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon14_PsiPrime_noCorrL1_v13,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon18_PsiPrime_v22,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon18_PsiPrime_noCorrL1_v14,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon24_Upsilon_noCorrL1_v14,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon24_Phi_noCorrL1_v14,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_Dimuon25_Jpsi_noCorrL1_v14,BPH,Yes,1,OnlineMonitor & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass4 & ParkingDoubleMuonLowMass5 & ParkingDoubleMuonLowMass6 & ParkingDoubleMuonLowMass7,DQM & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass0 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass1 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass2 & ParkingDoubleMuonLowMass3 & ParkingDoubleMuonLowMass3,L1_DoubleMu8_SQ OR L1_DoubleMu9_SQ
HLT_DiMu4_Ele9_CaloIdL_TrackIdL_DZ_Mass3p8_v25,SUS,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_DoubleMu4_SQ_EG9er2p5 OR L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v25,HIG & SMP & TOP,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_DoubleMu5_SQ_EG9er2p5
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v25,HIG & SMP,Yes,2,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_DoubleMu5_SQ_EG9er2p5
HLT_DoubleIsoMu20_eta2p1_v15,TAU,Yes,1,,,L1_DoubleMu18er2p1_SQ
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx_v14,HIG,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_DoubleMu_12_5 OR L1_DoubleMu_15_5_SQ OR L1_DoubleMu_15_7 OR L1_TripleMu_5_3_3
HLT_Mu8_v20,BPH & HIG & MUO & SUS,Yes,4,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu17_v21,HIG & MUO & SUS & TOP,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_SingleMu15_DQ
HLT_Mu19_v12,MUO,Yes,1,Muon0 & Muon1 & OnlineMonitor,DQM & PhysicsMuon0 & PhysicsMuon1,L1_SingleMu15_DQ
HLT_Mu17_Photon30_IsoCaloId_v14,SUS,Yes,1,MuonEG & OnlineMonitor,DQM & PhysicsDispJetBTagMuEGTau,L1_Mu7_EG20er2p5 OR L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v24,HIG & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v26,HIG & SMP & SUS,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG10er2p5 OR L1_SingleEG15er2p5
HLT_Ele14_eta2p5_IsoVVVL_Gsf_PFHT200_PNetBTag0p53_v1,HIG,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_LooseIsoEG14er2p5_HTT200er OR L1_LooseIsoEG16er2p5_HTT200er OR L1_HTT280er
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v26,HIG & SMP & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG15er2p5
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v26,HIG & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG10er2p5 OR L1_SingleEG8er2p5
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v24,HIG & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG15er2p5
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v26,HIG & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG15er2p5
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v26,B2G & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele115_CaloIdVT_GsfTrkIdT_v23,B2G & EGM & HIG & SMP & SUS & TOP,Yes,1,EGamma0 & EGamma1 & OnlineMonitor & ScoutingPFMonitor(12),DQM & PhysicsEGamma0 & PhysicsEGamma1 & PhysicsScoutingPFMonitor,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_Ele135_CaloIdVT_GsfTrkIdT_v16,EGM,Yes,1,EGamma0 & EGamma1 & OnlineMonitor,DQM & PhysicsEGamma0 & PhysicsEGamma1,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleTau130er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_v17,B2G,Yes,128,ParkingHH,ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3
HLT_PFHT400_SixPFJet32_v17,B2G & TOP,Yes,65,ParkingHH,ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT400_SixPFJet32_PNet2BTagMean0p50_v5,B2G & TOP,Yes,1,ParkingHH,ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT450_SixPFJet36_v16,B2G & TOP,Yes,25,ParkingHH,ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT450_SixPFJet36_PNetBTag0p35_v5,B2G & TOP,Yes,1,ParkingHH,ParkingHH,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_PFHT400_FivePFJet_120_120_60_30_30_v2,B2G,Yes,40,ParkingHH,ParkingHH,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5 OR L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5
HLT_PFHT350_v27,SMP & SUS & TOP,Yes,256,JetMET0 & JetMET1 & OnlineMonitor,DQM & PhysicsJetMET0 & PhysicsJetMET1,L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_QuadJet60er2p5
